employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-73601811,Aishani,Deol,Male,Delhi,Rohini,2015-06-08,Operations,Logistics Coordinator,Bachelor,334458,Good,No,1995-05-12,
00-30179511,Chaitaly,Nair,Male,Maharashtra,Mumbai,2019-01-23,Marketing,SEO Specialist,High School,309598,Satisfactory,No,1979-06-05,
00-35189235,Advaith,Parekh,Male,Maharashtra,Pune,2017-03-27,Operations,Inventory Specialist,High School,326080,Satisfactory,No,1981-05-08,
00-71551388,Ati,Goda,Male,Karnataka,Mangalore,2018-04-10,Operations,Operations Analyst,Bachelor,454983,Good,No,1971-04-28,
00-72907057,Amol,Yogi,Female,Punjab,Ludhiana,2020-09-12,Customer Service,Support Specialist,High School,334084,Satisfactory,No,1995-02-25,
00-95408582,Hitesh,Raja,Male,Tamil Nadu,Coimbatore,2020-09-10,IT,IT Support Specialist,Bachelor,314343,Excellent,No,1978-06-03,
00-94399027,Aarini,Jhaveri,Male,Maharashtra,Pune,2015-11-14,Operations,Logistics Coordinator,Bachelor,369087,Good,No,1974-01-13,
00-48143010,Riya,Kannan,Female,Karnataka,Mysuru,2023-05-06,Sales,Sales Specialist,Bachelor,502247,Good,No,1993-03-09,
00-51037113,Amruta,Jani,Male,Maharashtra,Pune,2018-08-14,Operations,Inventory Specialist,High School,326945,Needs Improvement,No,2001-07-27,
00-85311217,Megha,Dugal,Female,Karnataka,Bengaluru,2020-06-22,Marketing,SEO Specialist,Bachelor,423728,Good,No,1996-06-03,
00-20398669,Vincent,Saraf,Male,West Bengal,Kolkata,2020-05-23,Customer Service,Customer Service Representative,Bachelor,315339,Excellent,No,2004-06-24,
00-39050282,Manbir,Srinivas,Male,West Bengal,Howrah,2017-02-06,Finance,Accountant,Bachelor,396734,Good,No,1984-08-02,
00-23733443,Warhi,Golla,Male,Maharashtra,Nagpur,2016-06-27,Operations,Inventory Specialist,Bachelor,410275,Good,No,1975-12-28,
00-96547634,Qasim,Goda,Male,Maharashtra,Pune,2022-03-15,Sales,Sales Representative,Bachelor,444096,Satisfactory,No,1989-07-31,
00-89479708,Vritti,Gole,Male,Delhi,Rohini,2021-09-09,IT,Software Developer,Master,519661,Good,No,1990-10-16,
00-92662979,Baghyawati,Bail,Female,West Bengal,Howrah,2022-05-01,Sales,Sales Representative,Bachelor,351434,Excellent,No,1982-07-03,
00-32561918,Nicholas,Goel,Female,West Bengal,Howrah,2015-11-14,Marketing,Marketing Manager,Master,634570,Good,No,1982-03-21,
00-22259214,Meera,Guha,Male,Maharashtra,Pune,2024-01-27,Operations,Inventory Specialist,Bachelor,381680,Good,No,1977-12-29,
00-29237874,Luke,Bora,Female,Maharashtra,Pune,2017-06-15,Customer Service,Support Specialist,High School,326795,Excellent,No,1994-04-30,
00-20440451,Yatan,Sha,Female,Maharashtra,Pune,2023-12-20,Operations,Inventory Specialist,Bachelor,341852,Excellent,No,2004-08-23,
00-78679917,Neha,Chaudhry,Female,Karnataka,Mysuru,2023-10-09,Customer Service,Customer Service Representative,Bachelor,346023,Good,No,1980-01-21,
00-73309036,Laksh,Arora,Female,Karnataka,Mysuru,2018-08-23,Finance,Financial Analyst,Master,422503,Satisfactory,Yes,1981-12-21,
00-25743269,Harish,Purohit,Female,West Bengal,Kolkata,2017-05-30,IT,System Administrator,Master,576663,Good,No,1997-10-14,
00-61744941,Ansh,Choudhary,Female,Maharashtra,Pune,2022-11-18,Operations,Inventory Specialist,High School,345564,Good,Yes,1980-03-04,
00-80059735,Agastya,Bassi,Male,Delhi,New Delhi,2018-02-21,Sales,Sales Specialist,Master,510134,Good,No,1963-02-23,
00-38709086,Yuvraj,Chacko,Female,Karnataka,Bengaluru,2024-04-13,HR,HR Assistant,Bachelor,316166,Satisfactory,Yes,1987-01-03,
00-47277197,Luke,Arya,Female,Karnataka,Mangalore,2022-11-04,Sales,Sales Representative,Bachelor,372461,Good,No,2003-12-23,
00-69276832,Aditya,Cherian,Female,Tamil Nadu,Chennai,2020-07-29,Customer Service,Help Desk Technician,High School,421879,Good,No,1998-09-30,
00-26138312,Hamsini,Chada,Male,West Bengal,Durgapur,2020-03-19,HR,Recruiter,High School,404848,Good,No,1962-10-09,
00-56731994,Liam,Srinivasan,Male,Maharashtra,Pune,2017-10-23,Operations,Logistics Coordinator,Bachelor,351030,Satisfactory,Yes,2001-05-16,
00-72555645,Sachi,Gade,Male,Maharashtra,Mumbai,2023-04-30,Operations,Logistics Coordinator,Bachelor,397297,Satisfactory,Yes,1964-01-29,
00-66918776,Garima,Srinivas,Male,Tamil Nadu,Madurai,2017-03-02,IT,IT Support Specialist,High School,283124,Satisfactory,No,2002-12-06,
00-61332565,Yagnesh,Bhalla,Male,West Bengal,Kolkata,2018-07-31,Operations,Inventory Specialist,Bachelor,413045,Good,No,1986-02-27,
00-36284674,Amara,Dasgupta,Male,Maharashtra,Nagpur,2019-01-09,Finance,Accountant,Bachelor,317890,Satisfactory,No,1980-04-04,
00-10753570,Chaitanya,Chauhan,Male,Maharashtra,Nagpur,2020-07-30,Sales,Sales Representative,Bachelor,355006,Good,Yes,2001-02-08,
00-59508547,Chaman,Chauhan,Male,Maharashtra,Pune,2024-07-17,Operations,Logistics Coordinator,Bachelor,295070,Needs Improvement,No,1994-01-11,
00-91439883,Ojasvi,Dhar,Female,Delhi,Rohini,2017-01-01,Customer Service,Support Specialist,High School,323422,Good,No,1966-03-26,
00-96124034,Udarsh,Bajwa,Male,West Bengal,Howrah,2019-03-30,Operations,Inventory Specialist,High School,304313,Good,Yes,1992-09-22,
00-43962179,Prisha,Rajan,Male,Karnataka,Mysuru,2017-02-27,Operations,Logistics Coordinator,Bachelor,387443,Satisfactory,Yes,1964-04-06,
00-14083774,Ira,Mangat,Male,Maharashtra,Pune,2023-03-29,Customer Service,Help Desk Technician,Bachelor,401003,Satisfactory,No,1981-05-26,
00-94857827,Leena,Chowdhury,Female,Maharashtra,Pune,2019-07-11,Customer Service,Customer Service Representative,High School,319204,Satisfactory,No,1983-12-29,
00-96912487,Omkaar,Choudhary,Male,Delhi,Dwarka,2022-03-29,Marketing,SEO Specialist,High School,503547,Needs Improvement,No,1973-11-21,
00-59597995,Harsh,Manda,Male,Karnataka,Mysuru,2015-05-19,Marketing,SEO Specialist,High School,267058,Good,No,1991-11-22,
00-33744145,Faraj,Nath,Male,Maharashtra,Nagpur,2023-02-15,Operations,Inventory Specialist,Bachelor,333321,Excellent,No,1977-12-11,
00-66314078,Jalsa,Chad,Male,Maharashtra,Nagpur,2023-12-14,Sales,Sales Specialist,Bachelor,604607,Good,No,1970-10-11,
00-69509188,Caleb,Dora,Female,Uttar Pradesh,Lucknow,2021-03-11,Operations,Logistics Coordinator,Bachelor,301952,Satisfactory,Yes,1985-05-22,
00-23082934,Priya,Wali,Male,Tamil Nadu,Madurai,2023-05-11,Sales,Sales Representative,Bachelor,431251,Satisfactory,No,1971-09-03,
00-36062717,Pratyush,Sandal,Female,Tamil Nadu,Coimbatore,2022-02-28,Operations,Operations Analyst,Bachelor,279094,Satisfactory,Yes,1986-08-29,
00-54649538,Charvi,Mangat,Male,Delhi,Dwarka,2023-05-16,Marketing,SEO Specialist,High School,341540,Good,No,1995-01-10,
00-32711457,Hemang,Madan,Male,Karnataka,Mangalore,2023-12-22,Finance,Accountant,Bachelor,468297,Good,No,2001-12-02,
00-59158124,Xalak,Pillay,Female,Delhi,Dwarka,2020-12-28,Operations,Inventory Specialist,Bachelor,269468,Good,No,1980-09-25,
00-65885406,Alka,Bose,Male,Kerala,Kochi,2023-11-03,Operations,Inventory Specialist,Bachelor,320565,Satisfactory,No,1970-08-23,
00-18718099,Aarnav,Dixit,Female,Maharashtra,Pune,2017-10-30,Sales,Sales Specialist,PhD,485104,Good,Yes,1995-02-03,
00-45787268,Manan,Nagarajan,Female,Maharashtra,Pune,2016-02-27,Operations,Inventory Specialist,High School,350685,Good,Yes,1998-09-11,
00-46980400,Madhavi,Sekhon,Male,Maharashtra,Nagpur,2021-10-08,Sales,Sales Manager,PhD,654992,Good,Yes,1979-09-13,
00-64928808,Vanya,Bhavsar,Female,Maharashtra,Pune,2017-02-13,Operations,Logistics Coordinator,Bachelor,348548,Good,No,1995-02-02,
00-10432769,Prisha,Mallick,Male,Maharashtra,Mumbai,2018-02-26,IT,Software Developer,Bachelor,555644,Good,Yes,1963-10-03,
00-25799382,Gautam,Naidu,Female,Punjab,Ludhiana,2018-02-19,Sales,Sales Representative,Bachelor,422711,Good,No,1980-09-14,
00-21555506,Qabil,Rajan,Male,Delhi,Dwarka,2020-05-16,Customer Service,Customer Service Representative,Bachelor,421627,Satisfactory,No,1973-08-02,
00-25604379,Eiravati,Talwar,Male,Maharashtra,Mumbai,2024-06-13,Operations,Operations Manager,Master,634633,Satisfactory,No,1981-04-25,
00-21598781,Vasana,Sachdev,Male,Maharashtra,Mumbai,2017-08-22,Customer Service,Support Specialist,Bachelor,356134,Good,Yes,1980-12-01,
00-12698765,Gauri,Devi,Male,Maharashtra,Pune,2022-11-08,Marketing,SEO Specialist,Bachelor,491061,Excellent,No,1997-12-02,
00-95623611,Yatan,Rajagopal,Male,Maharashtra,Nagpur,2018-06-12,IT,System Administrator,Master,502584,Good,No,1964-01-15,
00-43115824,Widisha,Yohannan,Male,Maharashtra,Mumbai,2018-07-27,Operations,Inventory Specialist,Bachelor,380988,Needs Improvement,No,1980-12-30,
00-35647136,Waida,Walia,Male,Punjab,Amritsar,2022-07-28,Finance,Financial Analyst,Bachelor,595798,Good,No,1971-09-03,
00-51672868,Victor,Rajagopalan,Male,Tamil Nadu,Chennai,2016-02-02,Operations,Logistics Coordinator,Bachelor,323411,Satisfactory,Yes,1961-10-30,
00-33891297,Oviya,Vyas,Female,Maharashtra,Nagpur,2017-08-13,Finance,Accountant,Bachelor,392593,Satisfactory,No,1982-03-07,
00-65563827,Theodore,Chahal,Female,Maharashtra,Pune,2017-04-02,Operations,Inventory Specialist,Bachelor,326837,Good,No,1972-07-10,
00-36739479,Janaki,Agate,Female,Tamil Nadu,Madurai,2017-03-20,IT,IT Support Specialist,Bachelor,296512,Satisfactory,No,1995-06-24,
00-69001888,Anay,Patil,Male,Maharashtra,Pune,2017-08-05,Customer Service,Help Desk Technician,Bachelor,326947,Good,Yes,1982-07-30,
00-87671284,Urvi,Deol,Female,Delhi,New Delhi,2018-12-24,Operations,Operations Analyst,Bachelor,314145,Excellent,No,1989-02-06,
00-70354107,Imaran,Bhasin,Male,Delhi,Dwarka,2023-12-20,Sales,Sales Representative,Bachelor,463890,Good,Yes,1972-07-22,
00-32880719,Ikshita,Patel,Female,Tamil Nadu,Coimbatore,2015-11-26,Sales,Sales Specialist,Bachelor,336129,Good,No,1976-04-16,
00-30898267,Liam,Menon,Female,Maharashtra,Pune,2020-06-27,Operations,Operations Analyst,Master,365629,Satisfactory,No,1980-04-16,
00-68230817,Maanas,Sama,Male,Karnataka,Bengaluru,2018-04-05,Customer Service,Customer Service Manager,PhD,409765,Good,No,1988-12-04,
00-48747182,Shivansh,Kapur,Male,Uttar Pradesh,Lucknow,2017-01-22,Marketing,Marketing Coordinator,Bachelor,418892,Satisfactory,No,1979-01-12,
00-84036002,Lakshit,Dalal,Male,Maharashtra,Mumbai,2023-09-28,Operations,Operations Analyst,Bachelor,473593,Satisfactory,No,1978-08-30,
00-78890262,Luke,Purohit,Female,Karnataka,Mysuru,2023-10-12,IT,IT Support Specialist,High School,312057,Good,Yes,1999-06-08,
00-72772047,Atharv,Samra,Female,Maharashtra,Nagpur,2017-05-25,Sales,Sales Consultant,Bachelor,578946,Good,Yes,1988-06-11,
00-98359849,Chatura,Cherian,Female,Uttar Pradesh,Kanpur,2021-09-15,Customer Service,Customer Service Representative,High School,289086,Satisfactory,Yes,2000-04-07,
00-72712813,Ethan,Sood,Female,Maharashtra,Mumbai,2020-11-21,Operations,Inventory Specialist,High School,271714,Good,No,1977-02-24,
00-60722242,Nakul,Balan,Female,Uttar Pradesh,Kanpur,2022-02-27,Finance,Accountant,Bachelor,323416,Good,No,1966-03-02,
00-24040914,Jasmit,Dhaliwal,Male,Tamil Nadu,Chennai,2021-01-31,IT,Software Developer,Bachelor,504494,Good,No,1989-07-28,
00-66560392,Yash,Bose,Male,Delhi,Rohini,2019-01-05,IT,Software Developer,Bachelor,644920,Good,No,1972-06-02,
00-23449648,Omaja,Doctor,Female,Maharashtra,Nagpur,2017-10-25,Customer Service,Customer Service Representative,Bachelor,304277,Satisfactory,Yes,1996-12-27,
00-31843350,Qabil,Singhal,Male,Uttar Pradesh,Kanpur,2019-10-16,Operations,Logistics Coordinator,Bachelor,335292,Good,No,2002-09-04,
00-12919231,Logan,Wable,Male,Maharashtra,Mumbai,2019-09-29,Sales,Sales Specialist,Master,409021,Satisfactory,Yes,1986-12-30,
00-89668254,Chandani,Singhal,Female,Karnataka,Bengaluru,2020-06-08,IT,IT Support Specialist,High School,312511,Excellent,No,1962-01-11,
00-63597632,Geetika,Sawhney,Female,Kerala,Kochi,2019-10-31,Operations,Operations Analyst,Bachelor,329093,Satisfactory,Yes,1979-08-29,
00-60092039,Agastya,Mangat,Male,Uttar Pradesh,Varanasi,2021-02-13,Operations,Operations Analyst,Bachelor,456733,Good,Yes,1980-06-25,
00-63841858,Nachiket,Bhasin,Female,Punjab,Jalandhar,2018-12-09,Operations,Logistics Coordinator,Bachelor,319622,Good,Yes,1982-02-07,
00-78043121,Azad,Ghose,Male,Delhi,Dwarka,2016-07-14,Sales,Sales Consultant,PhD,581110,Excellent,No,1982-10-05,
00-46153018,Naveen,Apte,Female,Delhi,Rohini,2024-06-02,Sales,Sales Consultant,PhD,742065,Satisfactory,No,1975-12-08,
00-13832610,Pallavi,Sha,Female,Kerala,Thiruvananthapuram,2017-08-04,Marketing,Content Creator,High School,299589,Good,Yes,1998-06-26,
00-90108005,Aarna,Thaker,Female,Karnataka,Mangalore,2024-04-28,IT,IT Support Specialist,High School,374989,Satisfactory,No,1994-01-04,
00-86234095,Utkarsh,Sampath,Female,Maharashtra,Nagpur,2022-12-28,Operations,Operations Analyst,Bachelor,378581,Excellent,No,1989-06-19,
00-54714248,Naksh,Magar,Female,Karnataka,Bengaluru,2023-02-05,Operations,Operations Analyst,Master,382073,Satisfactory,No,1979-05-29,
00-51509991,Krishna,Dass,Female,Delhi,Dwarka,2023-10-16,Finance,Accountant,Bachelor,372798,Satisfactory,Yes,1989-03-01,
00-56453084,Siddharth,Rattan,Female,Kerala,Kozhikode,2019-08-29,Operations,Logistics Coordinator,Bachelor,277504,Good,No,1981-05-14,
00-10113173,Daksh,Kanda,Female,Kerala,Kochi,2022-06-02,IT,IT Support Specialist,Bachelor,302083,Good,No,1984-11-21,
00-50437430,Qarin,Brahmbhatt,Female,Maharashtra,Mumbai,2018-11-14,Sales,Sales Specialist,PhD,493638,Excellent,No,1988-05-09,
00-37289414,Upadhriti,Sood,Female,Maharashtra,Mumbai,2019-05-02,Operations,Inventory Specialist,High School,316213,Satisfactory,Yes,1981-01-30,
00-30688043,Nidhi,Rai,Female,Tamil Nadu,Coimbatore,2022-03-06,Operations,Logistics Coordinator,Bachelor,383854,Good,Yes,1983-07-19,
00-74068039,Chatura,Prabhu,Male,Delhi,Rohini,2017-09-09,IT,Software Developer,Master,438827,Good,Yes,1981-07-13,
00-83796808,Panini,Hayer,Female,West Bengal,Kolkata,2022-04-15,Operations,Inventory Specialist,Bachelor,313496,Good,No,1987-12-08,
00-73391831,Ikbal,Chawla,Male,Karnataka,Mysuru,2022-01-31,Operations,Logistics Coordinator,Bachelor,364809,Good,No,1990-01-08,
00-42580280,Janani,Nayak,Male,Delhi,Dwarka,2022-01-11,Sales,Sales Representative,Bachelor,317587,Good,No,1987-04-15,
00-27247299,Wriddhish,Manda,Male,Maharashtra,Nagpur,2018-03-05,Operations,Operations Analyst,Bachelor,321857,Needs Improvement,Yes,1988-10-05,
00-53904207,Hredhaan,Bhattacharyya,Male,Karnataka,Mysuru,2023-03-24,Sales,Sales Representative,Bachelor,346212,Excellent,No,1983-04-18,
00-66987832,Advay,More,Male,Maharashtra,Nagpur,2020-03-13,Customer Service,Support Specialist,Bachelor,355449,Good,Yes,2002-08-28,
00-56555725,Saksham,Bali,Male,West Bengal,Durgapur,2019-04-04,Sales,Sales Specialist,Bachelor,427689,Needs Improvement,No,1971-01-04,
00-13609956,Amruta,Chada,Female,Delhi,New Delhi,2017-08-10,IT,IT Support Specialist,High School,279409,Good,No,1983-07-29,
00-41562316,Chaitanya,Sule,Male,Delhi,New Delhi,2018-01-18,Operations,Operations Analyst,Master,330703,Good,No,1973-10-12,
00-10213612,Chanakya,Murty,Male,Maharashtra,Pune,2021-02-06,Operations,Logistics Coordinator,Bachelor,398732,Good,No,1970-12-26,
00-96647914,Dayamai,Anand,Male,Maharashtra,Pune,2017-05-19,HR,HR Coordinator,Bachelor,373186,Good,Yes,1979-07-13,
00-15938855,Barkha,Rao,Female,Delhi,Dwarka,2017-07-14,Customer Service,Support Specialist,High School,340691,Satisfactory,No,1975-09-20,
00-55578549,Robert,Murty,Male,Maharashtra,Mumbai,2018-10-19,IT,Software Developer,Master,517175,Good,Yes,1998-04-29,
00-30232996,Mahika,Parekh,Male,Maharashtra,Mumbai,2017-02-20,Finance,Accountant,Bachelor,427486,Needs Improvement,No,1984-01-31,
00-74512027,Gunbir,Narula,Male,Karnataka,Mysuru,2015-06-08,Marketing,SEO Specialist,High School,494587,Good,No,1999-05-24,
00-31950353,Yahvi,Chaudhuri,Male,Karnataka,Mangalore,2019-07-15,Customer Service,Customer Service Manager,Master,523572,Good,Yes,1961-08-17,
00-24284867,Mason,Bajwa,Female,West Bengal,Howrah,2019-08-17,Sales,Sales Representative,Bachelor,364846,Satisfactory,No,1989-10-18,
00-23610361,Lavanya,Sood,Male,Tamil Nadu,Madurai,2022-08-16,Customer Service,Support Specialist,Bachelor,373269,Good,No,1991-02-10,
00-11640743,Baljiwan,Mannan,Male,Karnataka,Bengaluru,2017-03-04,Customer Service,Customer Service Representative,Bachelor,366843,Good,No,1988-12-14,
00-78044419,Max,Sheth,Male,Maharashtra,Mumbai,2018-01-31,Customer Service,Support Specialist,High School,324146,Good,Yes,1980-11-23,
00-75248523,Girik,Kata,Female,Tamil Nadu,Madurai,2022-12-10,Operations,Inventory Specialist,High School,357834,Good,No,1972-05-24,
00-66701227,Tanveer,Dhaliwal,Male,Karnataka,Mangalore,2023-10-26,Operations,Logistics Coordinator,Bachelor,348132,Good,No,1981-05-12,
00-44715287,Naveen,Thaker,Male,Maharashtra,Nagpur,2022-07-20,Operations,Operations Analyst,Master,358741,Needs Improvement,No,1984-03-27,
00-70434208,Harita,Sem,Male,Delhi,Dwarka,2020-11-01,IT,IT Support Specialist,Bachelor,311306,Satisfactory,No,1989-08-15,
00-54971462,Karan,Nori,Male,Punjab,Jalandhar,2023-04-23,Customer Service,Customer Service Representative,High School,380586,Good,No,1986-04-24,
00-34003439,Jagvi,Sankar,Male,Maharashtra,Pune,2024-01-16,Customer Service,Customer Service Representative,Bachelor,318154,Excellent,No,1993-01-24,
00-61468716,Lila,Khare,Male,Uttar Pradesh,Lucknow,2023-03-23,IT,System Administrator,Master,469153,Satisfactory,No,1974-01-07,
00-10933716,Falan,Dua,Male,Kerala,Thiruvananthapuram,2018-08-09,Operations,Inventory Specialist,High School,389409,Good,Yes,1962-05-17,
00-44606236,Widisha,Chatterjee,Female,Karnataka,Mangalore,2017-11-09,Customer Service,Support Specialist,Bachelor,304623,Good,Yes,1999-04-27,
00-71067638,Alexander,Dhar,Male,Maharashtra,Mumbai,2019-10-25,Operations,Logistics Coordinator,Bachelor,325544,Satisfactory,Yes,1961-05-06,
00-15347831,Dayamai,Chahal,Male,Maharashtra,Pune,2016-07-12,Sales,Sales Consultant,PhD,513525,Satisfactory,No,1978-09-11,
00-59271881,Girindra,Sha,Female,Maharashtra,Mumbai,2016-05-01,Operations,Logistics Coordinator,Bachelor,327915,Satisfactory,No,1990-01-10,
00-59566126,Omkaar,Merchant,Male,Karnataka,Bengaluru,2017-03-04,Sales,Sales Specialist,PhD,525759,Good,No,1982-02-25,
00-49747835,Ekansh,Mammen,Male,West Bengal,Howrah,2022-08-12,Operations,Inventory Specialist,High School,271705,Good,No,1981-03-29,
00-45867744,Januja,Pandit,Female,Kerala,Kochi,2017-02-04,IT,Software Developer,Bachelor,425207,Good,No,1998-06-07,
00-12351359,Ekavir,Gola,Female,Maharashtra,Mumbai,2019-10-03,Customer Service,Help Desk Technician,High School,340221,Good,No,1983-09-19,
00-14780174,Triveni,Kuruvilla,Male,Maharashtra,Mumbai,2020-07-02,Sales,Sales Specialist,PhD,355697,Satisfactory,Yes,1968-04-13,
00-14914026,Aahana,Sathe,Female,Maharashtra,Pune,2020-09-09,Customer Service,Support Specialist,Bachelor,273542,Good,No,1985-04-21,
00-33519462,Logan,Dasgupta,Male,Maharashtra,Mumbai,2016-08-08,IT,System Administrator,Master,382261,Good,No,1998-10-22,
00-29413831,Vinaya,Baral,Female,West Bengal,Durgapur,2021-05-22,Operations,Logistics Coordinator,Bachelor,334339,Good,No,1996-04-22,
00-56356961,Bhavini,Rattan,Female,Karnataka,Bengaluru,2024-06-07,Operations,Operations Analyst,Bachelor,319328,Good,Yes,1979-06-01,
00-42762641,Kai,Sastry,Female,Delhi,New Delhi,2024-05-22,Operations,Inventory Specialist,High School,362903,Good,No,1979-09-12,
00-80270865,Yauvani,Murthy,Male,West Bengal,Howrah,2020-05-25,Marketing,Marketing Coordinator,Bachelor,465021,Satisfactory,No,1978-08-23,
00-53833963,Fiyaz,Sachdev,Female,Maharashtra,Mumbai,2018-07-16,Sales,Sales Consultant,Bachelor,572524,Satisfactory,No,1971-11-13,
00-95606010,Shivani,Lall,Female,Kerala,Kochi,2023-12-07,Operations,Inventory Specialist,High School,270186,Satisfactory,No,1998-11-18,
00-78804339,Brijesh,Bhandari,Male,Maharashtra,Mumbai,2024-10-14,IT,Software Developer,Master,465441,Good,Yes,1994-01-13,
00-95461939,Yash,Anand,Male,Delhi,New Delhi,2022-03-02,Operations,Operations Analyst,Master,274242,Good,No,1983-06-30,
00-13004259,Henry,Mannan,Female,Maharashtra,Pune,2017-05-26,Finance,Accountant,Bachelor,434395,Good,No,1981-12-25,
00-97630141,Nathan,Rastogi,Female,Maharashtra,Mumbai,2022-11-28,Sales,Sales Consultant,PhD,440315,Good,No,1977-07-20,
00-68174698,Elijah,Kapoor,Male,West Bengal,Kolkata,2024-05-30,Customer Service,Support Specialist,Bachelor,395273,Good,No,2004-03-03,
00-45027571,Turvi,Chander,Male,Maharashtra,Nagpur,2024-05-15,Sales,Sales Consultant,Master,439567,Satisfactory,No,1975-10-09,
00-82364511,Unnati,Sidhu,Female,Maharashtra,Nagpur,2023-09-07,Finance,Accountant,Bachelor,336556,Good,Yes,1990-03-29,
00-16554015,Udyati,Chopra,Female,Punjab,Amritsar,2018-02-03,Sales,Sales Consultant,Bachelor,408932,Needs Improvement,Yes,1990-08-18,
00-68645850,Pranit,Chokshi,Male,Maharashtra,Pune,2017-12-23,Customer Service,Customer Service Representative,Bachelor,311784,Good,No,1994-11-28,
00-34926040,Mekhala,Sant,Female,Delhi,New Delhi,2017-03-19,Customer Service,Help Desk Technician,High School,379407,Good,Yes,1973-10-03,
00-91151067,Neelima,Narasimhan,Male,Uttar Pradesh,Varanasi,2019-01-26,Operations,Inventory Specialist,High School,299833,Satisfactory,No,2003-03-11,
00-48240309,Edhitha,Oommen,Male,Maharashtra,Pune,2017-08-23,Operations,Inventory Specialist,High School,394691,Excellent,No,1960-11-12,
00-12512414,Vedika,Kala,Male,Tamil Nadu,Madurai,2023-09-30,Sales,Sales Consultant,Master,506471,Satisfactory,Yes,2002-04-01,
00-46878825,Vamakshi,Contractor,Male,Delhi,Dwarka,2017-04-19,Sales,Sales Specialist,Bachelor,434244,Good,No,1996-03-06,
00-95209019,Suhani,Barad,Female,Maharashtra,Nagpur,2018-07-31,IT,Software Developer,Master,575150,Satisfactory,No,1992-06-27,
00-12425706,Nachiket,Singhal,Female,Maharashtra,Mumbai,2022-02-26,Customer Service,Help Desk Technician,High School,399507,Good,No,1991-07-04,
00-92058877,Tanay,Nagarajan,Female,West Bengal,Howrah,2017-08-09,Operations,Logistics Coordinator,Bachelor,319879,Needs Improvement,Yes,1977-08-11,
00-71826611,Azad,Rai,Male,West Bengal,Howrah,2020-01-25,Operations,Inventory Specialist,High School,300240,Satisfactory,No,1998-07-31,
00-54124348,Janaki,Sani,Female,West Bengal,Howrah,2020-07-02,IT,Software Developer,Bachelor,500137,Good,No,1977-10-24,
00-11686744,Tanay,Bhagat,Female,Maharashtra,Mumbai,2018-03-24,Operations,Logistics Coordinator,Bachelor,303007,Good,No,1983-10-21,
00-69644085,Arin,Sampath,Female,Maharashtra,Pune,2017-04-15,IT,IT Support Specialist,High School,327987,Satisfactory,No,1978-01-12,
00-38271272,Zayyan,Goda,Male,Maharashtra,Nagpur,2020-02-02,IT,Software Developer,Master,556490,Good,No,1980-06-29,
00-62353135,Lucky,Biswas,Male,Punjab,Jalandhar,2017-04-17,IT,IT Support Specialist,Bachelor,329145,Good,Yes,1970-08-27,
00-86680371,Nidhi,Bumb,Male,Delhi,New Delhi,2024-04-25,Operations,Logistics Coordinator,Bachelor,414160,Good,No,1960-10-18,
00-85339864,Siya,Saini,Female,Maharashtra,Nagpur,2024-07-22,Operations,Logistics Coordinator,Bachelor,361033,Good,No,1981-03-23,
00-81080601,Tanish,Lad,Female,Kerala,Kochi,2018-03-13,Operations,Logistics Coordinator,Bachelor,351162,Excellent,No,1986-05-14,
00-52323961,Chatura,Chanda,Male,Kerala,Thiruvananthapuram,2019-12-14,Sales,Sales Representative,Bachelor,386087,Needs Improvement,No,1962-11-29,
00-30924610,Priya,Oommen,Male,Delhi,Rohini,2021-10-20,Operations,Logistics Coordinator,Bachelor,408925,Good,Yes,1966-06-21,
00-57194493,Chameli,Gala,Female,West Bengal,Howrah,2020-03-18,Finance,Accounts Payable Specialist,Bachelor,330391,Satisfactory,No,1982-05-21,
00-13141814,Ikshita,Saini,Female,Karnataka,Mysuru,2022-07-07,Finance,Accountant,Bachelor,403810,Good,No,1985-07-29,
00-75868272,Vaishnavi,Wason,Male,Karnataka,Mysuru,2024-09-24,Operations,Logistics Coordinator,Bachelor,335279,Good,No,1977-11-17,
00-27676124,Naveen,Sarkar,Male,Tamil Nadu,Madurai,2018-05-18,Customer Service,Customer Service Representative,High School,365647,Good,No,2001-09-13,
00-63116625,Lopa,Anne,Male,West Bengal,Howrah,2017-08-06,Sales,Sales Representative,Bachelor,473578,Good,No,1998-10-10,
00-48835762,Rushil,Brahmbhatt,Male,Delhi,New Delhi,2017-10-08,Marketing,SEO Specialist,Bachelor,385523,Good,No,1987-11-17,
00-63836946,Maanav,Naik,Male,Maharashtra,Mumbai,2020-09-14,Operations,Operations Analyst,Bachelor,332109,Satisfactory,No,1972-05-15,
00-39226259,Edhitha,Atwal,Female,Maharashtra,Mumbai,2019-02-28,Operations,Logistics Coordinator,Bachelor,327187,Satisfactory,Yes,1985-02-21,
00-52869611,Tara,Divan,Male,Maharashtra,Mumbai,2023-07-13,Sales,Sales Consultant,PhD,379828,Satisfactory,No,1988-07-16,
00-99152055,Edhitha,Comar,Female,West Bengal,Howrah,2023-11-04,IT,Software Developer,Master,575517,Good,Yes,1960-09-06,
00-95390990,Niharika,Lall,Male,Maharashtra,Pune,2018-07-22,Customer Service,Support Specialist,Bachelor,414817,Satisfactory,No,1983-07-13,
00-62636618,Aarush,Seshadri,Female,Tamil Nadu,Madurai,2017-11-20,IT,Software Developer,Bachelor,576555,Good,No,1997-03-24,
